94,91,4,27,0
86,96,4,6,0
86,61,23,35,0
84,54,3,1,0
60,70,35,22,0
76,81,9,0,0
71,76,49,13,0
86,84,28,19,0
97,57,42,35,0
64,74,30,6,0
73,88,39,1,0
69,78,18,1,0
99,78,15,19,0
75,94,25,32,0
98,84,43,30,0
50,70,21,6,0
51,99,26,9,0
97,70,12,13,0
71,71,21,23,0
64,94,11,37,0
54,72,28,7,0
83,80,5,11,0
76,88,17,16,0
60,82,49,29,0
54,57,3,20,0
57,56,21,25,0
56,94,23,1,0
68,87,37,11,0
61,61,2,14,0
65,66,23,27,0
71,84,13,34,0
71,80,8,34,0
99,52,43,20,0
87,95,35,19,0
54,57,15,14,0
50,93,2,6,0
89,99,30,0,0
90,89,21,28,0
72,63,8,27,0
68,51,21,21,0
74,96,4,13,0
65,56,50,33,0
55,98,14,40,0
50,92,17,8,0
52,86,17,25,0
90,71,38,29,0
53,77,2,20,0
92,99,28,7,0
80,87,0,17,0
77,71,42,25,0
93,83,11,0,0
50,78,38,16,0
63,60,19,9,0
82,76,38,9,0
72,81,50,17,0
95,66,42,33,0
52,59,32,10,0
90,84,25,39,0
83,56,12,24,0
76,81,10,5,0
68,75,41,22,0
56,53,39,23,0
82,72,9,37,0
97,94,37,28,0
97,51,13,18,0
78,65,36,16,0
86,52,13,32,0
66,52,11,1,0
56,55,36,22,0
65,55,35,22,0
55,54,39,34,0
71,77,47,2,0
78,54,39,38,0
90,98,27,4,0
67,87,1,13,0
51,58,2,15,0
57,56,29,15,0
82,66,29,19,0
50,59,45,20,0
50,98,18,17,0
58,88,0,14,0
99,92,34,7,0
74,90,9,37,0
63,68,6,0,0
58,81,30,39,0
76,65,38,25,0
77,68,20,34,0
99,89,19,37,0
56,72,38,32,0
81,58,45,24,0
94,61,15,35,0
81,73,19,26,0
54,71,9,15,0
73,63,35,9,0
79,90,11,20,0
55,94,3,30,0
52,73,16,30,0
55,89,20,38,0
67,98,33,4,0
55,93,45,26,0
59,95,20,18,0
64,50,13,21,0
62,66,44,27,0
87,63,47,24,0
54,61,46,33,0
94,55,32,17,0
97,74,38,20,0
83,53,13,15,0
91,70,23,11,0
89,94,21,28,0
90,78,41,3,0
54,58,48,27,0
91,68,48,4,0
84,75,13,19,0
77,95,41,9,0
82,59,5,6,0
77,76,40,34,0
85,59,20,9,0
96,53,29,19,0
100,71,46,15,0
84,82,21,30,0
61,88,27,30,0
80,90,0,0,0
75,96,2,7,0
60,90,17,12,0
51,81,21,0,0
67,72,49,36,0
60,71,17,18,0
50,65,3,17,0
56,82,17,2,0
51,52,50,39,0
98,84,2,1,0
71,97,2,28,0
53,84,41,0,0
88,81,18,36,0
69,61,0,32,0
58,93,36,26,0
61,89,38,8,0
97,81,39,25,0
85,95,33,29,0
87,50,48,6,0
61,84,14,20,0
66,62,41,36,0
86,63,27,30,0
70,61,44,18,0
59,89,14,20,0
59,87,37,33,0
58,66,23,12,0
82,83,44,25,0
95,67,29,28,0
80,65,15,8,0
100,79,24,1,0
96,70,38,14,0
64,82,25,32,0
75,55,48,1,0
77,77,41,17,0
85,56,8,27,0
62,92,7,10,0
93,95,23,18,0
62,66,48,14,0
88,54,38,32,0
55,60,41,30,0
64,51,24,36,0
81,93,15,29,0
68,75,24,35,0
64,71,37,34,0
69,65,11,29,0
72,98,30,6,0
51,77,43,14,0
60,58,6,26,0
98,69,47,31,0
67,94,36,17,0
76,78,14,3,0
51,52,50,39,0
95,80,17,27,0
88,100,48,30,0
64,51,43,2,0
61,81,15,11,0
54,82,1,2,0
79,97,39,30,0
83,55,12,20,0
56,83,43,27,0
86,61,45,10,0
58,74,4,1,0
94,62,46,7,0
99,70,9,29,0
89,92,11,5,0
94,56,49,38,0
71,100,27,17,0
52,70,16,31,0
53,62,24,20,0
72,83,42,9,0
65,65,45,13,0
77,89,32,7,0
64,75,47,25,0
81,53,21,18,0
75,77,14,8,0
63,65,32,39,0
94,81,42,10,0
66,57,21,36,0
63,55,8,0,0
83,100,37,22,0
96,65,11,5,0
100,92,14,21,0
68,99,20,13,0
87,84,25,19,0
97,90,40,5,0
11,0,62,77,1
11,14,65,98,1
30,25,83,49,1
35,21,84,47,1
17,38,83,88,1
45,13,62,50,1
40,49,61,82,1
36,49,86,40,1
36,21,80,80,1
21,1,88,59,1
22,47,78,65,1
34,29,56,94,1
44,20,94,80,1
32,6,51,70,1
15,26,62,61,1
1,18,76,50,1
21,2,55,96,1
18,22,57,41,1
19,8,52,76,1
14,18,85,53,1
47,11,84,77,1
19,13,58,60,1
22,30,84,86,1
9,13,87,73,1
34,48,83,98,1
43,37,56,69,1
19,30,55,46,1
0,23,87,70,1
10,12,56,79,1
20,18,82,96,1
40,21,90,41,1
35,24,54,67,1
34,25,80,69,1
27,46,82,43,1
36,47,93,87,1
19,46,62,74,1
11,23,62,96,1
38,10,92,86,1
10,26,98,88,1
15,36,86,69,1
3,23,51,93,1
8,44,83,77,1
5,30,62,77,1
32,50,50,69,1
0,20,57,83,1
7,8,100,55,1
48,31,90,88,1
0,47,55,95,1
47,4,51,83,1
27,4,69,76,1
9,16,56,82,1
40,4,72,87,1
0,8,82,84,1
10,17,65,54,1
10,27,94,64,1
22,6,96,84,1
12,0,60,83,1
47,16,92,83,1
0,47,51,97,1
43,2,98,75,1
6,26,55,99,1
29,44,50,72,1
5,16,93,91,1
30,42,53,86,1
29,10,82,49,1
3,5,91,51,1
25,9,55,83,1
48,46,98,92,1
0,12,59,85,1
3,15,60,88,1
8,28,52,90,1
9,43,66,75,1
13,32,50,46,1
13,3,95,83,1
27,30,71,99,1
9,42,62,41,1
50,28,56,94,1
34,27,59,79,1
42,31,66,57,1
8,39,77,75,1
46,41,89,99,1
41,1,90,79,1
37,24,68,83,1
16,31,73,59,1
8,34,52,54,1
12,28,79,83,1
7,5,99,77,1
39,37,77,65,1
3,17,89,68,1
18,41,78,60,1
16,26,94,87,1
13,39,94,69,1
28,32,100,76,1
33,27,71,56,1
22,50,71,59,1
15,14,62,99,1
49,40,53,100,1
31,8,51,70,1
22,21,73,84,1
33,26,63,54,1
50,26,100,64,1
11,34,95,59,1
40,20,72,45,1
9,10,51,89,1
18,39,89,77,1
23,25,68,70,1
20,12,97,45,1
49,35,90,58,1
16,47,99,60,1
49,3,72,49,1
18,11,99,99,1
16,27,89,43,1
33,42,58,64,1
5,46,66,80,1
26,31,67,42,1
27,24,97,100,1
50,50,62,42,1
49,40,96,64,1
18,31,72,57,1
40,27,68,83,1
39,8,50,86,1
5,47,94,91,1
40,25,79,100,1
42,44,81,89,1
46,44,86,90,1
7,13,54,44,1
6,11,50,90,1
36,5,79,69,1
12,3,86,84,1
30,2,98,43,1
39,6,70,69,1
33,19,84,67,1
42,35,63,71,1
18,21,80,90,1
29,50,90,48,1
44,49,64,45,1
42,21,79,54,1
7,20,52,68,1
21,2,82,87,1
17,10,90,44,1
26,17,61,59,1
47,25,75,77,1
35,21,93,81,1
44,47,94,89,1
50,41,98,77,1
3,12,83,74,1
11,35,94,80,1
10,19,54,94,1
36,30,58,76,1
9,43,52,79,1
11,6,71,41,1
46,27,80,69,1
33,45,83,71,1
17,49,75,69,1
10,5,81,71,1
21,3,71,68,1
21,3,81,75,1
44,32,94,73,1
4,23,67,72,1
29,38,53,94,1
36,1,71,45,1
49,14,82,66,1
38,47,91,72,1
26,35,96,61,1
12,31,88,91,1
35,8,68,55,1
49,22,61,50,1
20,15,72,74,1
0,18,84,74,1
21,23,81,50,1
10,16,52,50,1
21,39,67,44,1
31,13,69,68,1
47,26,51,78,1
6,31,61,98,1
17,30,85,52,1
27,19,70,78,1
1,2,78,97,1
50,14,58,77,1
0,17,75,70,1
49,45,94,83,1
48,3,77,61,1
2,18,93,56,1
9,49,81,71,1
17,6,90,100,1
20,9,59,50,1
16,28,87,90,1
34,32,77,53,1
28,7,86,46,1
25,39,61,65,1
18,16,69,56,1
12,10,84,40,1
43,40,76,98,1
15,11,59,73,1
12,12,73,91,1
47,23,75,67,1
32,17,83,62,1
19,44,95,69,1
11,21,81,41,1
43,28,62,79,1
29,6,75,51,1
15,14,87,61,1
24,43,51,69,1
40,4,55,73,1
3,28,86,78,1
20,48,76,73,1
9,35,96,66,1
27,24,61,81,1
19,8,58,89,1
23,8,65,81,1
4,0,55,59,1
24,33,88,93,1
22,43,54,95,1
42,37,80,43,1
44,33,51,68,1
47,49,70,62,1
20,15,72,60,1
32,35,56,73,1
11,34,63,56,1
2,3,95,100,1
13,40,67,53,1
32,49,98,79,1
2,14,78,81,1
41,29,93,100,1
34,10,74,45,1
21,11,57,76,1
20,0,72,63,1
39,25,87,47,1
34,8,95,97,1
3,49,81,59,1
42,26,65,81,1
7,36,66,86,1
24,17,75,80,1
1,44,55,82,1
8,3,70,82,1
12,32,60,47,1
44,37,97,73,1
2,22,63,80,1
3,48,59,94,1
46,43,98,75,1
18,34,97,71,1
11,9,62,90,1
26,50,82,47,1
27,33,74,71,1
24,16,100,86,1
44,10,96,40,1
23,8,88,58,1
25,15,89,56,1
12,7,88,84,1
6,33,74,59,1
41,14,57,92,1
33,12,75,44,1
37,42,75,62,1
8,3,56,90,1
50,25,89,61,1
14,24,67,92,1
20,6,93,73,1
33,39,61,74,1
3,36,88,44,1
4,49,60,52,1
45,13,50,44,1
22,20,78,83,1
40,13,78,51,1
30,42,100,55,1
25,15,76,41,1
35,49,82,41,1
47,21,97,91,1
46,2,70,47,1
17,20,60,60,1
29,17,58,54,1
48,15,67,86,1
35,4,90,58,1
39,24,54,85,1
14,45,83,63,1
23,21,56,55,1
49,36,81,66,1
49,6,93,41,1
18,4,80,64,1
21,49,55,84,1
8,14,86,61,1
39,47,96,70,1
1,3,60,79,1
38,12,81,85,1
43,45,57,79,1
4,34,56,67,1
28,18,70,91,1
17,14,51,77,1
18,35,63,94,1
21,6,76,47,1
16,10,93,97,1
1,17,78,54,1
33,19,62,64,1
50,1,67,55,1
19,6,98,78,1
20,1,56,45,1
19,50,97,47,1
48,32,91,43,1
27,42,96,62,1
8,16,57,48,1
2,30,87,48,1
0,6,59,87,1
12,2,54,80,1
36,36,54,50,1
32,47,65,51,1
36,38,67,75,1
22,23,67,97,1
40,32,96,83,1
46,2,100,53,1
13,31,50,90,1
10,16,85,43,1
14,31,69,55,1
47,0,78,59,1
26,12,56,68,1
14,20,94,55,1
46,46,71,96,1
27,48,82,90,1
40,14,57,65,1
21,19,93,78,1
47,37,97,58,1
16,1,65,61,1
48,22,70,70,1
45,3,52,66,1
47,14,52,50,1
43,41,96,91,1
29,20,57,95,1
35,30,84,70,1
10,21,63,98,1
33,38,80,90,1
1,28,88,68,1
20,46,99,85,1
0,28,84,80,1
6,39,65,75,1
49,6,62,94,1
27,38,56,46,1
14,25,56,77,1
25,31,93,84,1
31,23,92,68,1
36,43,90,99,1
36,50,50,47,1
49,40,90,61,1
31,20,90,77,1
10,23,70,86,1
43,9,82,67,1
46,24,62,56,1
7,8,75,50,1
37,33,72,100,1
49,21,70,86,1
34,41,68,98,1
3,47,90,92,1
4,44,55,71,1
48,16,93,99,1
17,39,81,56,1
13,32,61,87,1
44,50,57,68,1
1,38,94,69,1
50,3,77,60,1
44,19,64,75,1
38,24,82,54,1
1,24,91,99,1
42,39,72,75,1
4,8,89,45,1
48,6,87,45,1
34,37,76,72,1
49,6,71,99,1
25,2,56,73,1
43,4,92,53,1
42,9,99,47,1
1,6,95,48,1
33,16,82,97,1
1,29,63,81,1
25,11,70,45,1
50,8,87,58,1
3,28,86,98,1
32,30,96,54,1
20,40,81,88,1
42,45,94,83,1
10,10,55,90,1
39,22,68,79,1
12,50,83,66,1
49,46,54,59,1
1,38,91,46,1
5,23,67,51,1
14,14,87,72,1
17,46,66,64,1
0,16,70,49,1
10,23,100,90,1
34,30,58,58,1
41,32,82,81,1
8,26,52,72,1
41,38,63,45,1
15,36,65,57,1
15,13,62,81,1
24,2,97,43,1
19,3,70,88,1
47,23,50,59,1
5,2,98,75,1
1,39,56,55,1
2,32,81,44,1
38,34,93,74,1
5,9,52,93,1
41,41,80,75,1
28,31,92,68,1
10,3,61,94,1
43,34,77,43,1
31,34,88,95,1
28,14,65,61,1
40,49,81,65,1
1,45,87,43,1
3,35,56,48,1
33,24,75,61,1
50,28,97,65,1
22,4,66,45,1
38,26,73,52,1
10,10,53,73,1
47,1,71,51,1
27,11,80,63,1
32,49,82,82,1
8,39,76,95,1
23,23,81,82,1
5,7,65,84,1
5,8,81,54,1
45,3,71,40,1
49,19,84,85,1
28,15,63,79,1
23,12,79,75,1
12,20,93,87,1
41,9,87,42,1
36,36,79,87,1
22,34,66,71,1
32,23,61,84,1
32,22,59,57,1
50,40,79,61,1
15,31,68,89,1
22,44,62,48,1
16,0,55,96,1
20,16,88,59,1
26,44,50,61,1
41,30,68,57,1
35,22,97,98,1
10,19,77,64,1
50,1,83,45,1
6,17,82,95,1
16,41,69,75,1
25,14,86,71,1
42,16,81,54,1
37,3,81,74,1
18,33,97,60,1
41,9,56,77,1
13,33,96,90,1
43,19,56,49,1
38,27,60,52,1
26,1,88,75,1
15,30,51,77,1
23,46,95,57,1
41,46,87,65,1
23,18,61,80,1
41,21,59,89,1
24,29,72,91,1
36,2,52,81,1
9,49,67,97,1
37,14,77,81,1
29,17,58,81,1
35,8,78,65,1
23,8,64,48,1
6,27,51,88,1
16,40,52,55,1
49,1,87,74,1
2,39,98,60,1
15,27,55,40,1
49,45,50,55,1
6,1,57,98,1
20,35,96,66,1
33,44,85,86,1
13,38,92,72,1
13,46,57,80,1
44,11,69,41,1
0,33,76,60,1
22,6,92,43,1
22,27,56,41,1
19,20,70,73,1
14,7,82,89,1
2,12,61,55,1
23,23,77,51,1
50,45,98,72,1
44,7,89,88,1
0,31,95,77,1
18,2,97,72,1
36,28,83,64,1
42,24,94,70,1
21,14,85,54,1
25,27,61,79,1
19,34,56,94,1
6,46,61,47,1
16,48,64,62,1
1,32,80,56,1
24,3,72,69,1
29,26,91,65,1
45,17,59,65,1
9,35,63,89,1
